Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
10733,1,3,F,0,1,4.27,1210,Math & Science,Yes,No,
10734,7,7,F,1,0,3.89,1110,Math & Science,No,No,
10735,7,7,M,1,0,3,1120,Math & Science,No,No,
10737,3,3,M,1,0,3.78,1020,Math & Science,No,No,
10739,2,2,F,0,1,3.38,1160,Math & Science,Yes,Yes,2.77
10740,2,3,F,0,0,4.27,1450,Math & Science,Yes,No,
10742,4,4,F,0,0,3.39,940,Math & Science,No,No,
10743,4,7,F,1,0,3.67,1180,Math & Science,No,No,
10749,7,6,F,1,0,4.33,1490,Math & Science,Yes,No,
10750,5,5,F,0,1,4.18,1350,Math & Science,Yes,No,
10751,7,7,M,0,1,3.1,1060,Math & Science,No,No,
10752,5,6,M,1,0,3.27,1110,Math & Science,No,No,
10754,5,7,M,1,0,2.67,1180,Math & Science,No,No,
10761,7,6,F,1,0,3.64,1320,Math & Science,Yes,No,
10763,7,6,M,1,0,3.54,1060,Math & Science,No,No,
10767,6,6,M,1,0,4,1170,Math & Science,Yes,Yes,3.262
10769,1,4,F,0,0,3.67,1050,Math & Science,No,No,
10770,3,4,F,0,0,3.5,1000,Math & Science,No,No,
10772,6,6,F,0,1,3.54,1190,Math & Science,Yes,No,
10776,4,4,F,0,0,3.8,1240,Math & Science,No,No,
10777,4,4,M,0,0,3.88,1190,Math & Science,No,No,
10779,7,6,M,1,0,3.91,1180,Math & Science,No,No,
10782,3,6,F,1,0,3.75,1240,Math & Science,No,No,
10788,7,4,F,1,0,2.83,990,Math & Science,No,No,
10789,6,1,F,0,0,4.24,830,Math & Science,No,No,
10790,7,4,M,0,0,3.45,1300,Math & Science,Yes,Yes,1.934
10794,7,6,F,1,0,3.96,1450,Math & Science,Yes,No,
10805,7,5,F,1,0,3.3,1270,Math & Science,No,No,
10807,6,5,M,1,0,3.36,1180,Math & Science,No,No,
10808,3,4,M,1,0,2.95,1210,Math & Science,No,No,
10813,1,1,M,0,0,3.17,940,Math & Science,No,No,
10816,6,6,F,1,0,3.8,980,Math & Science,No,No,
10821,4,4,F,0,1,3.85,1210,Math & Science,No,No,
10827,7,5,F,1,0,3.59,1020,Math & Science,No,No,
10829,7,7,F,1,0,3.92,1160,Math & Science,No,No,
10837,7,7,M,1,0,4.36,1530,Math & Science,Yes,No,
10839,3,2,F,0,1,2.96,990,Math & Science,No,No,
10842,4,4,F,0,1,3.67,1040,Math & Science,No,No,
10845,4,4,F,0,0,3.65,1210,Math & Science,No,No,
10846,2,1,M,0,0,2.94,790,Math & Science,No,No,
10848,1,2,F,0,0,3.14,880,Math & Science,No,No,
10850,2,2,F,0,0,3.86,1320,Math & Science,Yes,No,
10852,7,7,F,0,1,3.38,1410,Math & Science,No,No,
10856,7,7,M,0,0,4,1540,Math & Science,Yes,No,
10860,2,1,M,0,0,3.55,1130,Math & Science,Yes,Yes,1.375
10863,6,7,F,1,0,3.7,1030,Math & Science,No,No,
10869,6,6,F,1,0,2.87,750,Math & Science,No,No,
10872,6,6,F,0,0,3.96,1090,Math & Science,No,No,
10873,6,4,M,1,0,3.09,1100,Math & Science,No,No,
10882,6,4,M,1,0,2.9,920,Math & Science,No,No,
10885,2,6,F,0,0,3.62,920,Math & Science,No,No,
10886,7,5,M,1,0,3.08,1270,Math & Science,No,No,
10897,3,3,F,0,1,4.27,1260,Math & Science,Yes,No,
10898,7,5,M,0,0,3.46,1380,Math & Science,No,No,
10901,6,3,F,0,1,3.75,810,Math & Science,No,No,
10903,3,3,M,0,1,3.86,1500,Math & Science,No,No,
10904,7,7,F,1,0,3.15,1130,Math & Science,Yes,No,
10907,7,7,M,1,0,2.57,1170,Math & Science,No,No,
10910,7,6,F,1,0,3.44,1080,Math & Science,No,No,
10913,6,6,F,1,0,3.55,990,Math & Science,No,No,
10916,4,6,F,0,0,3.5,1110,Math & Science,No,No,
10925,5,6,M,0,1,3.5,1130,Math & Science,No,No,
10927,4,7,F,0,0,2.86,890,Math & Science,No,No,
10929,7,7,M,1,0,4.25,1430,Math & Science,Yes,Yes,3.618
10931,6,6,F,1,0,3.64,1340,Math & Science,No,No,
10932,7,7,M,0,1,4.36,1380,Math & Science,Yes,No,
10939,7,7,F,1,0,3.58,1150,Math & Science,No,No,
10940,4,2,F,0,1,3.81,1280,Math & Science,Yes,No,
10944,6,3,M,0,0,3.23,1120,Math & Science,No,No,
10948,1,1,F,0,0,3.96,1080,Math & Science,No,No,
10951,6,4,F,1,0,4.27,1200,Math & Science,Yes,Yes,3.358
10957,4,3,M,0,1,3.79,1230,Math & Science,No,No,
10962,6,3,M,0,0,3.8,1110,Math & Science,No,No,
10963,7,3,M,0,1,3.33,930,Math & Science,No,No,
10969,7,7,M,0,0,4.04,1280,Math & Science,Yes,No,
10970,6,4,F,1,0,4.23,1570,Math & Science,Yes,No,
10972,6,6,M,1,0,3.56,1240,Math & Science,No,No,
10974,3,2,M,0,0,3.1,850,Math & Science,No,No,
10975,6,3,M,1,0,2.76,1350,Math & Science,No,No,
10979,6,7,M,0,1,4.1,1360,Math & Science,Yes,No,
10980,5,6,F,0,0,4.27,1460,Math & Science,Yes,Yes,3.348
10981,7,7,M,0,1,3.38,1540,Math & Science,No,No,
10982,7,6,M,1,0,3.81,1500,Math & Science,Yes,No,
10983,6,6,M,1,0,4.09,1310,Math & Science,No,No,
10984,1,2,F,0,0,3.23,960,Math & Science,No,No,
10985,6,6,F,1,0,4.18,1020,Math & Science,No,No,
10987,6,6,M,0,1,4.32,1340,Math & Science,Yes,Yes,3.17
10988,6,7,F,1,0,3.62,1560,Math & Science,Yes,No,
10993,6,6,F,0,0,4.17,1230,Math & Science,Yes,No,
10996,5,3,M,1,0,4.29,1510,Math & Science,Yes,No,
10998,1,1,F,0,1,3.57,1120,Math & Science,Yes,No,
10999,1,1,F,0,0,2.55,940,Math & Science,No,No,
11000,7,7,F,1,0,4,1270,Math & Science,Yes,Yes,2.531
11003,3,4,M,0,0,2.83,1540,Math & Science,No,No,
11008,1,1,F,0,0,3.55,1040,Math & Science,Yes,No,
11010,7,6,M,0,1,3.85,1330,Math & Science,Yes,No,
11012,7,7,F,0,1,3.91,1500,Math & Science,Yes,No,
11014,7,7,F,0,1,3.55,1240,Math & Science,No,No,
11021,7,6,F,1,0,3.68,1150,Math & Science,Yes,Yes,2.19
11024,6,4,M,0,1,3.33,1180,Math & Science,No,No,
11029,4,6,F,1,0,4,1250,Math & Science,No,No,
11032,5,6,F,0,0,3,1130,Math & Science,No,No,
11033,2,3,F,0,0,3.82,1120,Math & Science,No,No,
11034,6,5,F,1,0,3.95,1380,Math & Science,No,No,
11035,7,7,M,1,0,3.83,1430,Math & Science,Yes,No,
11036,7,6,F,1,0,3.17,1570,Math & Science,Yes,No,
11046,7,7,F,1,0,2.92,1080,Math & Science,No,No,
11050,6,7,M,1,0,4.09,1190,Math & Science,No,No,
11052,6,6,F,0,0,3.41,1190,Math & Science,Yes,No,
11053,3,3,M,1,0,3.95,1350,Math & Science,Yes,No,
11055,7,4,F,0,0,4.23,1080,Math & Science,No,No,
11056,7,7,M,0,1,3.78,1270,Math & Science,No,Yes,2.829
11062,5,7,F,1,0,4.33,1490,Math & Science,Yes,No,
11063,7,7,F,1,0,4.05,1340,Math & Science,Yes,No,
11068,6,6,F,1,0,4.18,1260,Math & Science,Yes,No,
11072,4,7,F,1,0,4.17,1550,Math & Science,Yes,No,
11074,6,6,F,0,0,3.65,1430,Math & Science,No,No,
11077,6,4,F,1,0,3.4,1290,Math & Science,No,No,
11078,4,6,F,1,0,4.25,1300,Math & Science,Yes,No,
11080,6,3,M,0,0,3.61,1490,Math & Science,Yes,No,
11082,4,4,F,0,0,4,1280,Math & Science,No,No,
11091,6,6,M,0,1,4.12,1480,Math & Science,Yes,No,
11092,6,4,M,1,0,4,1310,Math & Science,Yes,No,
11098,4,7,M,1,0,3.45,1320,Math & Science,No,No,
11100,6,6,M,0,0,4.15,1430,Math & Science,Yes,No,
11101,3,4,M,0,0,2.93,910,Math & Science,No,No,
11106,7,7,F,0,1,4,1390,Math & Science,Yes,No,
11109,4,6,M,1,0,4.36,1530,Math & Science,Yes,No,
11110,3,6,F,1,0,3.11,1010,Math & Science,No,No,
11112,5,5,F,1,0,3.9,1140,Math & Science,No,No,
11118,6,7,M,1,0,3.64,1240,Math & Science,Yes,Yes,2.61
11129,2,6,F,1,0,3.81,970,Math & Science,No,No,
11132,4,6,F,1,0,3.73,1120,Math & Science,No,No,
11133,1,1,F,0,0,4.15,1140,Math & Science,Yes,No,
11134,6,6,F,1,0,4.14,1490,Math & Science,Yes,No,
11135,4,7,M,1,0,3.27,1440,Math & Science,No,No,
11137,3,3,F,0,0,3.15,980,Math & Science,No,No,
11140,7,3,F,1,0,3.34,1300,Math & Science,No,No,
11142,4,4,F,0,0,3.71,1270,Math & Science,No,No,
11144,7,6,M,1,0,3.62,1200,Math & Science,No,No,
11147,6,6,M,1,0,4,1250,Math & Science,Yes,Yes,3.468
11151,7,5,F,0,1,3.92,1160,Math & Science,Yes,No,
11156,6,4,M,1,0,3.45,1270,Math & Science,No,No,
11157,6,3,F,0,1,4.34,1330,Math & Science,Yes,No,
11160,4,5,M,0,0,3,1000,Math & Science,No,No,
11163,7,7,M,0,0,3.04,1270,Math & Science,No,No,
11166,5,3,F,1,0,3.8,1200,Math & Science,No,No,
11167,3,4,M,0,1,4.19,1370,Math & Science,Yes,No,
11168,6,6,M,1,0,3.33,1210,Math & Science,No,No,
11179,6,6,F,0,1,3.65,1130,Math & Science,Yes,No,
11182,1,1,F,0,0,3.04,1050,Math & Science,No,No,
11183,3,3,M,0,0,2.9,800,Math & Science,No,No,
11186,6,2,F,0,1,4.15,1140,Math & Science,Yes,No,
11187,6,4,M,1,0,3.75,990,Math & Science,No,No,
11188,5,5,M,0,0,3.55,1080,Math & Science,No,No,
11190,4,4,F,0,0,3.08,810,Math & Science,No,No,
11193,4,6,F,0,0,3.5,900,Math & Science,No,No,
11195,2,2,M,0,0,4,1360,Math & Science,Yes,No,
11196,6,4,F,1,0,2.82,1150,Math & Science,No,No,
11198,7,7,M,1,0,3.65,1100,Math & Science,No,No,
11199,1,1,M,0,0,3.82,1130,Math & Science,No,No,
11201,6,6,F,0,0,3.77,920,Math & Science,No,No,
11208,2,3,M,0,0,3.11,950,Math & Science,No,No,
11210,1,1,F,0,0,4.18,1000,Math & Science,Yes,No,
11212,6,6,M,0,0,3.25,1120,Math & Science,No,No,
11216,5,4,F,1,0,3.5,1100,Math & Science,No,No,
11223,3,4,M,0,0,2.85,990,Math & Science,No,No,
11225,7,6,F,0,1,3.53,1070,Math & Science,No,No,
11231,7,7,F,1,0,4.15,1030,Math & Science,Yes,No,
11234,7,6,F,1,0,2.6,1030,Math & Science,No,No,
11244,3,4,M,0,1,3.19,1080,Math & Science,No,No,
11246,7,7,F,0,0,3.15,1060,Math & Science,No,No,
11250,7,6,F,0,0,3.64,1290,Math & Science,Yes,No,
11254,6,6,F,0,1,3.4,1170,Math & Science,No,No,
11258,6,4,F,1,0,2.68,920,Math & Science,No,No,
11259,5,4,M,0,1,3.45,1090,Math & Science,No,No,
11265,6,6,M,0,1,4.04,1380,Math & Science,Yes,No,
11266,6,5,M,1,0,3.8,1190,Math & Science,No,No,
11267,4,6,F,1,0,3.9,1160,Math & Science,No,No,
11270,6,6,F,1,0,3.41,1380,Math & Science,No,No,
11271,1,2,F,0,0,3.84,810,Math & Science,No,No,
11275,6,6,F,0,1,3.27,1360,Math & Science,No,No,
11277,3,2,M,0,0,2.1,710,Math & Science,No,No,
11279,4,6,M,1,0,3.65,1320,Math & Science,Yes,No,
11281,6,3,F,1,0,4.29,1060,Math & Science,No,No,
11288,4,4,M,1,0,4.14,1210,Math & Science,No,No,
11298,4,4,M,1,0,3.86,1220,Math & Science,No,No,
11299,6,4,F,0,0,3.63,1120,Math & Science,No,No,
11300,7,6,F,0,0,3.73,1100,Math & Science,No,No,
11304,7,6,F,1,0,3.35,1030,Math & Science,No,No,
11305,7,7,M,1,0,3.09,930,Math & Science,No,No,
11306,4,4,F,0,1,3.32,1190,Math & Science,No,No,
11308,2,2,F,0,0,2.6,920,Math & Science,No,No,
11310,6,7,M,1,0,3.9,1050,Math & Science,No,No,
11311,4,6,F,0,1,3.95,1200,Math & Science,No,No,
11315,4,6,F,0,0,3.06,1260,Math & Science,No,No,
11316,6,6,M,1,0,4.1,1250,Math & Science,No,No,
11319,4,4,F,0,0,3.25,1140,Math & Science,No,No,
11321,6,6,M,0,1,3.83,1360,Math & Science,No,No,
11326,6,6,F,1,0,3.15,1160,Math & Science,No,No,
11328,6,6,M,0,1,3.95,1340,Math & Science,Yes,No,
11329,7,7,M,1,0,3.9,1350,Math & Science,No,No,
11330,4,7,F,1,0,3.5,1030,Math & Science,No,No,
11331,4,6,M,0,0,3.6,1230,Math & Science,Yes,Yes,1.704
11332,6,6,M,1,0,3.25,1110,Math & Science,No,No,
11334,3,6,M,1,0,3.82,1210,Math & Science,No,No,
11337,6,3,M,0,1,2.88,1020,Math & Science,No,No,
11343,2,3,F,0,0,3.46,1340,Math & Science,No,No,
11346,7,7,M,0,0,3,810,Math & Science,No,No,
11347,5,4,M,0,0,3.59,1130,Math & Science,No,No,
11351,6,6,F,0,1,4,1190,Math & Science,No,No,
11360,4,4,M,0,0,3.13,1150,Math & Science,No,No,
11364,7,6,F,0,0,3.3,1080,Math & Science,No,No,
11365,6,6,M,0,0,3.11,1170,Math & Science,Yes,Yes,2.838
11366,1,1,F,0,1,3.92,1010,Math & Science,Yes,No,
11370,1,1,F,0,1,3.06,1110,Math & Science,No,No,
11371,7,6,F,0,1,4.18,1330,Math & Science,Yes,No,
11385,3,2,M,0,0,1.72,940,Math & Science,No,No,
11391,6,4,F,1,0,3.27,880,Math & Science,No,No,
11392,4,4,F,1,0,3.74,920,Math & Science,No,No,
11398,1,1,F,0,0,4.17,1000,Math & Science,Yes,No,
11400,3,6,F,1,0,4.05,1180,Math & Science,No,No,
11401,2,3,M,0,0,3.23,1080,Math & Science,No,No,
11405,7,3,F,1,0,3.29,970,Math & Science,No,No,
11411,2,2,F,0,0,3.89,1100,Math & Science,No,No,
11413,3,4,M,0,1,2.73,1260,Math & Science,No,No,
11417,1,1,M,0,0,3.77,1090,Math & Science,No,No,
11423,7,7,F,1,0,3.62,1200,Math & Science,No,No,
11425,6,2,F,0,1,3.36,1120,Math & Science,No,No,
11430,7,6,F,1,0,3.76,1330,Math & Science,No,No,
11433,4,2,M,0,1,3.11,1100,Math & Science,No,No,
11435,6,6,F,0,1,4.18,1270,Math & Science,Yes,No,
11436,4,4,M,1,0,3.2,1150,Math & Science,No,No,
11441,1,1,M,0,0,3.55,1190,Math & Science,Yes,No,
11442,6,6,M,1,0,4,1380,Math & Science,Yes,No,
11445,6,6,F,0,1,3.95,1330,Math & Science,No,No,
11446,5,7,M,1,0,3.26,1170,Math & Science,No,No,
11449,4,4,F,0,1,3.74,920,Math & Science,No,No,
11450,7,6,F,0,1,3.58,1280,Math & Science,Yes,Yes,2.648
11452,5,6,F,0,1,3.65,1250,Math & Science,No,No,
11453,7,6,M,0,1,3.78,1320,Math & Science,No,No,
11454,1,1,M,0,0,2.69,1040,Math & Science,No,No,
11455,4,6,M,1,0,4.2,1260,Math & Science,No,No,
11460,7,7,M,0,1,4.1,1220,Math & Science,Yes,Yes,3.181
11462,6,5,M,1,0,3.85,1180,Math & Science,Yes,No,
11464,1,1,M,0,1,4.17,1160,Math & Science,No,No,
11465,7,6,F,1,0,3.9,1340,Math & Science,No,No,
11466,1,1,F,0,0,3.57,1050,Math & Science,No,No,
11467,7,6,F,1,0,4.36,1540,Math & Science,Yes,No,
11476,1,1,M,0,0,4.05,1000,Math & Science,Yes,No,
11481,6,7,M,1,0,3.8,1410,Math & Science,No,No,
11482,1,3,M,0,0,4.09,1230,Math & Science,Yes,No,
11484,2,4,F,0,0,4.36,1210,Math & Science,Yes,No,
11487,1,1,M,0,0,3.9,1060,Math & Science,Yes,No,
11492,7,7,M,1,0,3.83,1330,Math & Science,Yes,No,
11493,1,1,M,0,0,3.5,970,Math & Science,No,No,
11498,7,7,M,0,1,4.2,1540,Math & Science,Yes,No,
11510,6,6,F,0,1,3.71,1250,Math & Science,No,No,
11511,7,3,F,0,0,4.05,1330,Math & Science,Yes,No,
11512,6,3,F,0,1,4.18,1230,Math & Science,Yes,No,
11513,7,7,F,1,0,4.12,1470,Math & Science,Yes,No,
11514,7,7,F,0,0,4.17,1450,Math & Science,Yes,Yes,3.117
11524,4,4,F,0,0,3.8,1110,Math & Science,No,No,
11525,7,7,M,0,0,3.52,1490,Math & Science,No,No,
11526,6,7,F,0,0,4.1,1560,Math & Science,Yes,No,
11530,3,5,F,0,0,3.44,1110,Math & Science,No,No,
11531,4,3,M,0,0,3.8,1220,Math & Science,Yes,No,
11538,6,6,F,1,0,3.58,970,Math & Science,No,No,
11543,4,4,F,1,0,2.4,1320,Math & Science,No,No,
11545,1,2,M,0,0,3,1200,Math & Science,No,No,
11546,7,6,F,1,0,3.45,1100,Math & Science,No,Yes,3.299
11548,3,7,M,1,0,4,1160,Math & Science,No,No,
11550,7,3,M,0,0,3.46,1380,Math & Science,No,No,
11561,6,6,F,1,0,3.73,1070,Math & Science,No,No,
11562,4,4,M,0,1,3.96,1370,Math & Science,No,No,
11567,6,7,M,1,0,3.32,890,Math & Science,No,No,
11568,6,6,F,0,0,3.82,1260,Math & Science,No,No,
11569,6,4,F,0,0,4.07,1180,Math & Science,No,No,
11570,5,6,F,0,1,3.9,1110,Math & Science,No,No,
11572,1,2,F,0,0,3.25,720,Math & Science,No,No,
11575,6,6,F,1,0,4.42,1380,Math & Science,Yes,No,
11594,7,3,F,1,0,3.95,1280,Math & Science,No,No,
11598,2,3,F,1,0,3.73,1270,Math & Science,Yes,Yes,2.459
11599,4,6,M,1,0,3.11,1260,Math & Science,No,No,
11603,6,7,F,1,0,4.15,1230,Math & Science,No,No,
11604,6,4,M,1,0,3.28,1060,Math & Science,No,No,
11606,6,7,F,1,0,3.27,930,Math & Science,No,No,
11608,6,6,M,1,0,3.52,1190,Math & Science,No,No,
11615,7,7,M,0,0,3.57,1310,Math & Science,No,No,
11616,7,4,F,1,0,3.78,1310,Math & Science,No,No,
11618,7,7,F,1,0,3.88,1380,Math & Science,Yes,No,
11621,3,3,F,0,1,3.95,1270,Math & Science,Yes,No,
11625,6,3,F,0,0,3.23,1110,Math & Science,No,No,
11626,4,4,M,1,0,3.72,1020,Math & Science,No,No,
11631,3,1,M,0,0,3.17,1020,Math & Science,No,No,
11632,6,5,F,0,1,4.25,1600,Math & Science,Yes,No,
11633,1,1,M,0,1,3.86,1140,Math & Science,Yes,No,
11645,5,6,M,0,1,2.77,1100,Math & Science,No,No,
11646,6,3,F,1,0,3.96,1340,Math & Science,No,No,
11647,6,6,M,1,0,3.32,1210,Math & Science,No,No,
11650,6,6,F,1,0,3.41,1040,Math & Science,No,No,
11651,6,7,M,1,0,3.3,1240,Math & Science,No,No,
11652,6,6,F,1,0,4.05,1060,Math & Science,No,No,
11654,7,7,M,0,1,3.79,1230,Math & Science,No,No,
11656,7,4,M,1,0,4.25,1340,Math & Science,Yes,No,
11658,1,2,M,0,1,2.87,1090,Math & Science,No,No,
11661,7,7,M,1,0,3.13,1180,Math & Science,No,No,
11665,7,3,M,0,0,3.54,1480,Math & Science,Yes,Yes,3.258
11666,4,4,F,1,0,3.96,1190,Math & Science,Yes,No,
11672,3,6,F,1,0,3.58,1190,Math & Science,No,No,
11673,6,3,F,1,0,3.64,1020,Math & Science,Yes,Yes,2.96
11675,7,7,F,1,0,4.18,1420,Math & Science,Yes,No,
11677,6,6,F,0,1,3.19,1260,Math & Science,No,No,
11681,7,6,F,0,1,3.42,1320,Math & Science,No,No,
11684,4,4,M,0,0,3.15,1060,Math & Science,No,No,
11689,7,4,F,1,0,4.4,1450,Math & Science,Yes,No,
11693,1,1,F,0,0,3.8,1120,Math & Science,Yes,Yes,2.703
11695,7,6,F,1,0,4.36,1440,Math & Science,Yes,No,
11697,6,6,M,0,1,4.05,1330,Math & Science,No,No,
11698,3,3,M,0,0,3.23,1210,Math & Science,No,No,
11699,7,7,F,1,0,4,1490,Math & Science,No,No,
11700,7,6,M,1,0,4.14,1600,Math & Science,Yes,No,
11701,3,6,M,0,0,3.6,1350,Math & Science,No,No,
11703,7,6,M,0,1,3.7,1250,Math & Science,No,No,
11704,3,5,F,0,1,3.71,1070,Math & Science,No,No,
11707,4,6,F,0,1,3.59,1110,Math & Science,No,No,
11717,5,5,M,1,0,3.42,990,Math & Science,No,No,
11718,3,3,F,0,0,3.75,1060,Math & Science,No,No,
11720,4,6,M,0,1,3.82,1320,Math & Science,No,No,
11724,5,4,M,1,0,4,1360,Math & Science,Yes,No,
11726,2,2,F,0,1,4.14,1260,Math & Science,Yes,No,
11729,2,2,F,0,1,3.68,880,Math & Science,No,No,
11730,6,3,M,1,0,3,1290,Math & Science,No,No,
11731,7,7,M,0,1,3.18,1040,Math & Science,No,No,
11734,1,1,F,0,1,2.45,860,Math & Science,No,No,
11735,6,6,M,0,1,3.3,1120,Math & Science,No,No,
11742,6,6,F,0,1,4.14,1250,Math & Science,No,No,
11748,7,7,M,0,1,3.5,1410,Math & Science,No,No,
11750,3,6,F,0,0,3.81,560,Math & Science,No,No,
11755,4,6,F,0,0,2.84,920,Math & Science,No,No,
11757,5,7,F,0,1,3.38,1310,Math & Science,No,No,
11760,3,3,F,0,1,3.3,1140,Math & Science,No,No,
11761,7,7,M,1,0,3.9,1280,Math & Science,No,No,
11762,6,7,M,0,1,3.52,1210,Math & Science,No,No,
11764,3,4,M,0,1,3.5,1030,Math & Science,No,No,
11765,7,6,F,1,0,3.95,1210,Math & Science,No,No,
11767,1,1,F,0,0,4.15,1400,Math & Science,Yes,No,
11769,6,6,F,1,0,4.14,1120,Math & Science,Yes,Yes,2.79
11772,6,6,M,0,1,3.91,1470,Math & Science,No,No,
11773,4,4,F,1,0,3.58,1150,Math & Science,No,No,
11775,6,6,M,0,1,3.25,1170,Math & Science,No,No,
11778,3,3,F,0,0,4.1,1150,Math & Science,Yes,No,
11779,5,6,F,0,0,3.23,960,Math & Science,No,No,
11780,6,6,F,1,0,3.48,1100,Math & Science,No,No,
11782,7,7,M,1,0,4,1280,Math & Science,Yes,No,
11788,6,6,M,0,1,3.42,1260,Math & Science,No,No,
11797,4,4,M,0,1,4.04,1430,Math & Science,Yes,No,
11798,4,7,F,0,0,3.88,1080,Math & Science,Yes,No,
11801,3,3,F,1,0,4.08,1120,Math & Science,No,No,
11803,7,4,M,0,0,3.35,1020,Math & Science,No,No,
11805,7,5,F,1,0,3.59,1280,Math & Science,No,No,
11807,3,4,M,0,0,2.7,1000,Math & Science,No,No,
11809,3,7,F,0,0,3.58,1140,Math & Science,No,No,
11815,6,7,M,1,0,3.65,1410,Math & Science,No,No,
11818,7,5,F,0,1,3.67,1170,Math & Science,No,No,
11820,6,4,M,1,0,2.85,930,Math & Science,No,No,
11822,7,6,F,1,0,3.95,1230,Math & Science,Yes,Yes,3.001
11825,6,7,M,1,0,2.89,1140,Math & Science,No,No,
11827,6,3,F,1,0,3.12,900,Math & Science,No,No,
11831,3,6,F,1,0,4.18,1210,Math & Science,No,No,
11832,3,2,M,0,0,3.59,1330,Math & Science,Yes,No,
11833,6,6,M,0,1,3.78,1170,Math & Science,Yes,No,
11838,7,6,F,0,1,3.5,980,Math & Science,No,No,
11843,1,2,M,1,0,3,880,Math & Science,No,No,
11845,7,7,M,1,0,3.29,1250,Math & Science,No,No,
11846,4,4,F,1,0,3.44,1170,Math & Science,No,No,
11847,4,4,F,1,0,3.59,1130,Math & Science,No,No,
11850,5,3,M,0,0,3.75,1480,Math & Science,No,No,
11854,4,3,F,0,0,3.39,1210,Math & Science,No,No,
11855,7,7,F,0,0,3.26,1080,Math & Science,No,No,
11859,1,4,F,0,0,3.24,1070,Math & Science,No,No,
11861,7,7,M,1,0,2.42,1050,Math & Science,No,No,
11868,7,7,F,0,1,3.95,1480,Math & Science,Yes,No,
11869,4,5,F,0,0,3.29,1130,Math & Science,No,No,
11871,1,3,M,0,0,3.95,1250,Math & Science,Yes,No,
11872,2,3,F,0,0,3.88,1030,Math & Science,Yes,No,
11874,7,6,F,0,1,4,1120,Math & Science,Yes,No,
11877,4,4,M,1,0,3.29,1410,Math & Science,No,No,
11878,5,6,M,0,1,4.19,1250,Math & Science,Yes,No,
11880,7,7,F,1,0,4.33,1400,Math & Science,Yes,No,
11881,7,5,M,1,0,3.33,1380,Math & Science,No,No,
11882,6,5,F,0,0,4.05,1190,Math & Science,No,No,
11883,7,7,M,0,1,3.95,1470,Math & Science,No,No,
11884,4,6,M,1,0,3.39,1210,Math & Science,No,No,
11885,6,6,F,1,0,4.3,1230,Math & Science,Yes,No,
11895,2,6,M,0,0,3.87,1230,Math & Science,No,No,
11896,6,6,M,1,0,2.7,1060,Math & Science,No,No,
11898,6,6,M,0,0,3.25,1220,Math & Science,No,No,
11902,3,4,F,0,0,3.77,1250,Math & Science,Yes,No,
11903,6,7,M,1,0,4.17,1360,Math & Science,Yes,No,
11905,7,7,M,1,0,3.6,1230,Math & Science,Yes,No,
11909,6,6,M,0,0,3.81,1080,Math & Science,Yes,No,
11910,3,6,M,1,0,4,1050,Math & Science,No,No,
11913,6,6,M,0,1,3.14,1200,Math & Science,No,No,
11922,7,5,M,0,1,3.04,1450,Math & Science,No,No,
11927,1,3,F,0,0,3.1,1050,Math & Science,No,No,
11930,1,1,M,0,1,3.52,1090,Math & Science,No,No,
11934,7,7,F,1,0,3.15,1050,Math & Science,No,No,
11936,5,5,F,1,0,3.35,860,Math & Science,No,No,
11941,6,6,F,0,1,3.54,1510,Math & Science,Yes,No,
11943,6,4,M,0,1,3.35,1440,Math & Science,No,No,
11945,6,7,F,1,0,4.36,1290,Math & Science,No,No,
11947,6,4,M,0,0,3.12,1150,Math & Science,No,No,
11949,6,4,F,1,0,4.17,1210,Math & Science,Yes,No,
11951,4,4,F,1,0,4.19,1340,Math & Science,Yes,No,
11952,7,6,M,1,0,2.9,1130,Math & Science,No,No,
11959,4,5,F,1,0,3.28,790,Math & Science,No,No,
11960,4,3,F,1,0,4.32,1250,Math & Science,Yes,No,
11961,3,5,F,0,1,3.55,1100,Math & Science,No,No,
11962,6,6,F,1,0,3,850,Math & Science,No,No,
11965,6,4,M,0,0,3.14,900,Math & Science,No,No,
11967,6,6,F,1,0,4.14,1030,Math & Science,Yes,No,
11968,4,4,M,0,0,4,1080,Math & Science,No,No,
11970,2,4,F,0,1,2.11,860,Math & Science,No,No,
11971,3,3,F,0,1,3.65,1130,Math & Science,No,No,
11972,2,3,F,0,1,2.9,1320,Math & Science,No,No,
11973,7,6,M,1,0,3.95,1120,Math & Science,Yes,Yes,2.951
11975,3,4,F,1,0,3.86,930,Math & Science,Yes,Yes,3.102
11976,7,7,F,0,0,3.86,1190,Math & Science,Yes,No,
11978,7,3,F,0,1,3.96,1550,Math & Science,Yes,No,
11979,7,7,F,1,0,3.3,960,Math & Science,No,No,
11983,6,3,F,0,1,3.68,1180,Math & Science,Yes,No,
11984,4,4,F,1,0,3.68,970,Math & Science,No,No,
11991,6,6,M,0,1,4.03,1540,Math & Science,Yes,No,
11997,4,2,M,0,1,4.25,1370,Math & Science,Yes,No,
12001,7,6,F,0,1,4.04,1360,Math & Science,Yes,No,
12006,7,6,F,1,0,3.75,1330,Math & Science,Yes,Yes,3.368
12007,6,7,M,0,1,3.14,1140,Math & Science,No,No,
12012,6,5,F,1,0,4.19,1440,Math & Science,Yes,No,
